,SUV,pickup truck,sedan,hatchback,convertible,coupe,roadster,van,firetruck,garbagetruck,mailtruck,trailertruck
7313_SOUTH_SANGAMON_STREET,3,1,0,0,0,0,1,0,0,0,0,0
7313_SOUTH_STEWART_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
7314_SOUTH_GREEN_STREET,0,2,0,0,0,0,0,1,0,0,0,0
7314_SOUTH_LOWE_AVENUE,1,0,1,0,0,0,1,0,0,0,0,0
7314_SOUTH_MAY_STREET,0,0,1,0,0,1,0,1,0,0,0,0
7314_SOUTH_MORGAN_STREET,2,0,0,0,0,0,0,0,0,0,0,0
7314_SOUTH_SANGAMON_STREET,3,1,0,0,0,0,1,0,0,0,0,0
7314_SOUTH_UNION_AVENUE,0,0,1,0,0,1,0,1,0,0,0,0
7315_SOUTH_ABERDEEN_STREET,0,0,0,0,0,0,0,1,0,0,0,0
7315_SOUTH_EMERALD_AVENUE,1,0,1,1,0,0,0,0,0,0,0,0
7315_SOUTH_GREEN_STREET,0,2,0,0,0,0,0,1,0,0,0,0
7315_SOUTH_HALSTED_STREET,1,0,0,0,0,0,0,0,0,0,0,0
7315_SOUTH_PEORIA_STREET,0,0,1,0,0,0,0,0,0,0,0,0
7315_SOUTH_PERRY_AVENUE,1,0,0,1,0,0,1,0,0,0,0,0
7315_SOUTH_SANGAMON_STREET,0,3,2,0,0,0,0,1,0,0,0,0
7315_SOUTH_UNION_AVENUE,0,0,1,0,0,1,0,1,0,0,0,0
7316_SOUTH_ABERDEEN_STREET,1,0,0,0,0,0,0,0,0,0,0,0
7316_SOUTH_LAFAYETTE_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
7316_SOUTH_LOWE_AVENUE,3,0,0,0,0,0,0,0,0,0,0,0
7316_SOUTH_PEORIA_STREET,0,0,1,0,0,0,0,0,0,0,0,0
7316_SOUTH_PERRY_AVENUE,1,0,0,1,0,0,1,0,0,0,0,0
7316_SOUTH_PRINCETON_AVENUE,0,0,1,0,0,0,0,0,0,0,0,0
7316_SOUTH_UNION_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
7316_SOUTH_VINCENNES_AVENUE,2,0,0,0,0,0,0,0,0,0,0,0
7317_SOUTH_LOWE_AVENUE,1,0,1,0,0,0,0,0,0,0,0,0
7317_SOUTH_PERRY_AVENUE,1,0,0,1,0,0,1,0,0,0,0,0
7317_SOUTH_SANGAMON_STREET,0,3,2,0,0,0,0,1,0,0,0,0
7318_SOUTH_CARPENTER_STREET,0,0,1,0,0,0,0,0,0,1,0,0
7318_SOUTH_EMERALD_AVENUE,0,0,1,0,0,0,0,1,0,0,0,0
7318_SOUTH_HARVARD_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
7318_SOUTH_LOWE_AVENUE,3,0,0,0,0,0,0,0,0,0,0,0
7318_SOUTH_MAY_STREET,2,1,0,1,0,0,0,0,0,0,0,0
7318_SOUTH_MORGAN_STREET,2,0,0,0,0,0,0,0,0,0,0,0
7318_SOUTH_PERRY_AVENUE,1,1,1,0,0,0,0,1,0,0,0,0
7318_SOUTH_SANGAMON_STREET,0,3,2,0,0,0,0,1,0,0,0,0
7318_SOUTH_VINCENNES_AVENUE,0,0,1,1,0,0,0,0,0,0,0,0
7319_SOUTH_CARPENTER_STREET,0,0,1,0,0,0,0,0,0,1,0,0
7319_SOUTH_GREEN_STREET,0,2,0,0,0,0,0,1,0,0,0,0
7319_SOUTH_MAY_STREET,2,1,0,1,0,0,0,0,0,0,0,0
7319_SOUTH_SANGAMON_STREET,1,1,1,0,0,0,0,0,0,0,0,0
7319_SOUTH_UNION_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
731_WEST_60TH_PLACE,0,0,0,1,0,0,0,0,0,0,0,0
731_WEST_66TH_PLACE,2,1,0,0,0,1,0,0,0,0,0,0
731_WEST_ENGLEWOOD_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
7320_SOUTH_EMERALD_AVENUE,0,0,1,0,0,0,0,1,0,0,0,0
7320_SOUTH_GREEN_STREET,1,0,1,0,0,0,0,0,0,0,0,0
7320_SOUTH_HALSTED_STREET,1,0,0,0,0,0,0,0,0,0,0,0
7320_SOUTH_HARVARD_AVENUE,0,0,0,0,0,0,0,1,0,0,0,0
7320_SOUTH_MAY_STREET,2,1,0,1,0,0,0,0,0,0,0,0
7320_SOUTH_PERRY_AVENUE,1,1,1,0,0,0,0,1,0,0,0,0
7320_SOUTH_SANGAMON_STREET,0,3,2,0,0,0,0,1,0,0,0,0
7320_SOUTH_STEWART_AVENUE,0,0,1,1,0,1,0,0,0,1,0,0
7320_SOUTH_UNION_AVENUE,0,0,1,0,0,1,0,0,0,0,0,0
7320_SOUTH_VINCENNES_AVENUE,0,0,1,1,0,0,0,0,0,0,0,0
7320_SOUTH_YALE_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
7321_SOUTH_GREEN_STREET,1,0,1,0,0,0,0,0,0,0,0,0
7321_SOUTH_HALSTED_STREET,1,0,0,0,0,0,0,0,0,0,0,0
7321_SOUTH_HARVARD_AVENUE,0,0,0,0,0,0,0,1,0,0,0,0
7321_SOUTH_LOWE_AVENUE,1,0,1,1,0,1,0,1,0,0,0,0
7321_SOUTH_MAY_STREET,2,1,0,1,0,0,0,0,0,0,0,0
7321_SOUTH_PEORIA_STREET,0,0,1,0,0,0,0,0,0,0,0,0
7321_SOUTH_PERRY_AVENUE,1,1,1,0,0,0,0,1,0,0,0,0
7321_SOUTH_STEWART_AVENUE,0,0,1,1,0,1,0,0,0,1,0,0
7321_SOUTH_UNION_AVENUE,0,0,1,0,0,1,0,0,0,0,0,0
7322_SOUTH_ABERDEEN_STREET,1,0,0,0,0,0,0,0,0,0,0,0
7322_SOUTH_GREEN_STREET,1,0,1,0,0,0,0,0,0,0,0,0
7322_SOUTH_HALSTED_STREET,1,0,0,0,0,0,0,0,0,0,0,0
7322_SOUTH_LOWE_AVENUE,1,0,1,1,0,1,0,1,0,0,0,0
7322_SOUTH_PEORIA_STREET,0,0,1,0,0,0,0,0,0,0,0,0
7322_SOUTH_PERRY_AVENUE,1,1,1,0,0,0,0,1,0,0,0,0
7322_SOUTH_PRINCETON_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
7322_SOUTH_SANGAMON_STREET,1,1,1,0,0,0,0,0,0,0,0,0
7322_SOUTH_VINCENNES_AVENUE,0,0,1,1,0,0,0,0,0,0,0,0
7322_SOUTH_YALE_AVENUE,1,0,0,1,0,0,0,0,0,0,0,0
7323_SOUTH_ABERDEEN_STREET,0,0,0,0,0,0,1,0,0,0,0,0
7323_SOUTH_CARPENTER_STREET,0,0,3,0,0,0,0,0,1,0,1,0
7323_SOUTH_EMERALD_AVENUE,0,0,1,0,0,0,0,1,0,0,0,0
7323_SOUTH_GREEN_STREET,0,0,2,0,0,0,0,0,0,0,0,0
7323_SOUTH_HALSTED_STREET,1,0,0,0,0,0,0,0,0,0,0,0
7323_SOUTH_MAY_STREET,1,0,0,0,0,0,0,0,0,0,0,0
7323_SOUTH_PEORIA_STREET,0,0,1,0,0,0,0,0,0,0,0,0
7323_SOUTH_PERRY_AVENUE,1,0,2,0,0,0,0,0,0,0,0,0
7323_SOUTH_SANGAMON_STREET,0,0,1,0,0,0,1,0,0,0,0,0
7323_SOUTH_STEWART_AVENUE,0,0,1,0,0,0,0,0,0,0,0,0
7323_SOUTH_YALE_AVENUE,0,0,0,1,0,0,0,0,0,0,0,0
7324_SOUTH_CARPENTER_STREET,0,0,1,0,1,0,0,1,0,0,0,0
7324_SOUTH_EMERALD_AVENUE,0,0,1,0,0,1,0,0,0,0,0,0
7324_SOUTH_GREEN_STREET,0,0,2,0,0,0,0,0,0,0,0,0
7324_SOUTH_HALSTED_STREET,0,0,0,1,0,0,0,0,0,0,0,0
7324_SOUTH_MAY_STREET,1,0,0,0,0,0,0,0,0,0,0,0
7324_SOUTH_PEORIA_STREET,0,0,1,0,0,0,0,0,0,0,0,0
7324_SOUTH_PRINCETON_AVENUE,0,0,1,2,0,0,0,0,0,0,0,0
7324_SOUTH_SANGAMON_STREET,0,0,1,0,0,0,1,0,0,0,0,0
7324_SOUTH_UNION_AVENUE,0,0,1,0,0,0,0,0,0,0,0,0
7324_SOUTH_VINCENNES_AVENUE,0,0,1,1,0,0,0,0,0,0,0,0
7325_SOUTH_ABERDEEN_STREET,1,0,0,0,0,0,0,0,0,0,0,0
7325_SOUTH_EMERALD_AVENUE,0,0,1,0,0,1,0,0,0,0,0,0
7325_SOUTH_GREEN_STREET,0,0,2,0,0,0,0,0,0,0,0,0
7325_SOUTH_LOWE_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
7325_SOUTH_MAY_STREET,1,0,0,0,0,0,0,0,0,0,0,0
7325_SOUTH_PERRY_AVENUE,1,0,2,0,0,0,0,0,0,0,0,0
7325_SOUTH_UNION_AVENUE,0,0,1,0,0,1,0,0,0,0,0,0
7326_SOUTH_ABERDEEN_STREET,1,0,0,0,0,0,0,0,0,0,0,0
7326_SOUTH_HALSTED_STREET,0,0,0,1,0,0,0,0,0,0,0,0
7326_SOUTH_MAY_STREET,1,0,0,0,0,0,0,0,0,0,0,0
7326_SOUTH_MORGAN_STREET,1,0,0,0,0,0,0,0,0,0,0,0
7326_SOUTH_PEORIA_STREET,0,1,0,0,0,0,0,1,0,0,0,0
7326_SOUTH_PERRY_AVENUE,1,0,2,0,0,0,0,0,0,0,0,0
7326_SOUTH_PRINCETON_AVENUE,0,0,1,2,0,0,0,0,0,0,0,0
7326_SOUTH_SANGAMON_STREET,1,0,0,0,0,0,0,2,0,0,0,0
7326_SOUTH_STEWART_AVENUE,0,0,1,0,0,0,0,0,0,0,0,0
7326_SOUTH_YALE_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
7327_SOUTH_CARPENTER_STREET,0,0,1,0,1,0,0,1,0,0,0,0
7327_SOUTH_MORGAN_STREET,1,0,0,0,0,0,0,0,0,0,0,0
7327_SOUTH_STEWART_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
7328_SOUTH_ABERDEEN_STREET,1,0,0,0,0,0,0,0,0,0,0,0
7328_SOUTH_CARPENTER_STREET,2,0,0,0,0,0,0,0,0,0,0,0
7328_SOUTH_EMERALD_AVENUE,0,0,1,0,0,0,0,1,0,0,0,0
7328_SOUTH_HALSTED_STREET,1,0,0,0,0,0,0,0,0,0,0,0
7328_SOUTH_MAY_STREET,0,0,0,0,0,1,0,1,0,0,0,0
7328_SOUTH_MORGAN_STREET,1,0,1,0,0,0,0,1,0,0,0,0
7328_SOUTH_PEORIA_STREET,0,1,0,0,0,0,0,1,0,0,0,0
7328_SOUTH_PERRY_AVENUE,3,1,0,0,0,0,0,0,0,0,0,0
7328_SOUTH_SANGAMON_STREET,1,0,0,0,0,1,0,0,0,0,0,0
7328_SOUTH_STEWART_AVENUE,0,0,1,0,0,0,0,0,0,0,0,0
7328_SOUTH_UNION_AVENUE,0,0,0,0,0,0,0,1,0,0,0,0
7329_SOUTH_CARPENTER_STREET,2,0,0,0,0,0,0,0,0,0,0,0
7329_SOUTH_EMERALD_AVENUE,0,0,1,0,0,0,0,1,0,0,0,0
7329_SOUTH_LOWE_AVENUE,0,0,0,0,0,0,0,1,0,0,0,0
7329_SOUTH_MAY_STREET,0,0,0,0,0,1,0,1,0,0,0,0
7329_SOUTH_MORGAN_STREET,1,0,1,0,0,0,0,1,0,0,0,0
7329_SOUTH_PEORIA_STREET,0,1,0,0,0,0,0,1,0,0,0,0
7329_SOUTH_STEWART_AVENUE,0,0,1,0,0,0,0,0,0,0,0,0
7329_SOUTH_UNION_AVENUE,0,0,0,0,0,0,0,1,0,0,0,0
732_WEST_60TH_PLACE,0,0,0,1,0,0,0,0,0,0,0,0
732_WEST_60TH_STREET,1,0,0,0,0,1,0,0,1,0,0,0
7330_SOUTH_HARVARD_AVENUE,0,0,1,1,0,0,0,0,0,0,0,0
7330_SOUTH_LOWE_AVENUE,0,0,0,0,0,0,0,1,0,0,0,0
7330_SOUTH_MAY_STREET,0,0,0,0,0,1,0,1,0,0,0,0
7330_SOUTH_PERRY_AVENUE,3,1,0,0,0,0,0,0,0,0,0,0
7330_SOUTH_SANGAMON_STREET,1,0,0,0,0,1,0,0,0,0,0,0
7330_SOUTH_STEWART_AVENUE,0,0,2,0,0,0,0,0,0,0,0,0
7331_SOUTH_ABERDEEN_STREET,0,1,0,0,0,0,0,2,0,0,0,0
7331_SOUTH_CARPENTER_STREET,2,0,0,0,0,0,0,0,0,0,0,0
7331_SOUTH_GREEN_STREET,3,0,0,0,0,0,0,0,0,0,0,0
7331_SOUTH_MAY_STREET,0,0,0,0,0,1,0,1,0,0,0,0
7331_SOUTH_SANGAMON_STREET,1,0,0,0,0,0,0,2,0,0,0,0
7331_SOUTH_STEWART_AVENUE,0,0,2,0,0,0,0,0,0,0,0,0
7332_SOUTH_CARPENTER_STREET,2,1,0,0,0,0,0,0,0,0,0,0
7332_SOUTH_EMERALD_AVENUE,1,0,0,0,0,1,0,1,0,0,0,0
7332_SOUTH_GREEN_STREET,2,0,0,0,0,0,1,0,0,0,0,0
7332_SOUTH_LAFAYETTE_AVENUE,0,0,0,1,0,0,0,0,0,0,0,0
7332_SOUTH_LOWE_AVENUE,1,1,1,0,0,0,0,1,0,0,0,0
7332_SOUTH_MORGAN_STREET,1,0,1,0,0,0,0,0,0,0,0,0
7332_SOUTH_UNION_AVENUE,0,0,0,1,0,0,0,0,0,0,0,0
7333_SOUTH_ABERDEEN_STREET,0,1,0,0,0,0,0,2,0,0,0,0
7333_SOUTH_CARPENTER_STREET,2,1,0,0,0,0,0,0,0,0,0,0
7333_SOUTH_EMERALD_AVENUE,1,0,0,0,0,1,0,1,0,0,0,0
7333_SOUTH_GREEN_STREET,2,0,0,0,0,0,1,0,0,0,0,0
7333_SOUTH_LOWE_AVENUE,1,1,1,0,0,0,0,1,0,0,0,0
7333_SOUTH_MORGAN_STREET,1,0,1,0,0,0,0,0,0,0,0,0
7333_SOUTH_SANGAMON_STREET,1,0,0,0,0,1,0,0,0,0,0,0
7333_SOUTH_UNION_AVENUE,0,0,0,1,0,0,0,0,0,0,0,0
7334_SOUTH_CARPENTER_STREET,0,0,1,0,0,0,0,0,0,0,0,0
7334_SOUTH_EMERALD_AVENUE,0,0,3,0,0,0,0,0,0,0,0,0
7334_SOUTH_GREEN_STREET,2,0,0,0,0,0,1,0,0,0,0,0
7334_SOUTH_HALSTED_STREET,0,0,0,0,0,0,0,1,0,0,0,0
7334_SOUTH_LAFAYETTE_AVENUE,0,0,0,1,0,0,0,0,0,0,0,0
7334_SOUTH_LOWE_AVENUE,1,1,1,0,0,0,0,1,0,0,0,0
7334_SOUTH_MAY_STREET,3,0,0,0,0,0,0,0,0,0,0,0
7334_SOUTH_PEORIA_STREET,0,0,0,0,0,1,0,0,0,0,0,0
7334_SOUTH_SANGAMON_STREET,1,0,0,0,0,0,0,0,0,0,0,0
7334_SOUTH_YALE_AVENUE,1,0,0,0,0,0,0,1,0,0,0,0
7335_SOUTH_CARPENTER_STREET,0,0,1,0,0,0,0,0,0,0,0,0
7335_SOUTH_HALSTED_STREET,0,0,2,0,0,0,0,0,0,0,0,0
7335_SOUTH_MAY_STREET,3,0,0,0,0,0,0,0,0,0,0,0
7335_SOUTH_MORGAN_STREET,1,0,1,0,0,0,0,0,0,0,0,0
7335_SOUTH_SANGAMON_STREET,1,0,0,0,0,0,0,0,0,0,0,0
7335_SOUTH_STEWART_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
7336_SOUTH_EMERALD_AVENUE,0,0,3,0,0,0,0,0,0,0,0,0
7336_SOUTH_HALSTED_STREET,0,0,0,0,0,0,0,1,0,0,0,0
7336_SOUTH_LAFAYETTE_AVENUE,1,0,0,0,0,1,0,0,0,0,0,0
7336_SOUTH_MORGAN_STREET,1,0,1,0,0,0,0,0,0,0,0,0
7336_SOUTH_PEORIA_STREET,0,0,0,0,0,1,0,0,0,0,0,0
7336_SOUTH_PERRY_AVENUE,0,0,1,0,0,0,0,1,0,0,0,0
7336_SOUTH_SANGAMON_STREET,2,0,0,0,0,1,0,0,0,0,0,0
7336_SOUTH_STEWART_AVENUE,1,0,1,0,0,0,0,0,0,0,0,0
7336_SOUTH_UNION_AVENUE,0,0,0,0,0,1,0,0,0,0,0,0
7337_SOUTH_EMERALD_AVENUE,0,0,3,0,0,0,0,0,0,0,0,0
7337_SOUTH_GREEN_STREET,1,0,2,0,0,0,0,0,0,0,0,0
7337_SOUTH_HARVARD_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
7337_SOUTH_PEORIA_STREET,0,0,0,0,0,1,0,0,0,0,0,0
7337_SOUTH_PERRY_AVENUE,0,0,1,0,0,0,0,1,0,0,0,0
7337_SOUTH_PRINCETON_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
7337_SOUTH_UNION_AVENUE,0,0,3,1,0,0,0,0,0,0,0,0
7337_SOUTH_YALE_AVENUE,1,0,0,0,0,0,0,1,0,0,0,0
7338_SOUTH_ABERDEEN_STREET,1,0,0,0,0,0,0,1,0,0,0,0
7338_SOUTH_HALSTED_STREET,0,0,0,0,0,0,0,1,0,0,0,0
7338_SOUTH_LOWE_AVENUE,2,0,1,0,0,0,0,0,0,0,0,0
7338_SOUTH_MORGAN_STREET,2,0,1,0,0,0,0,0,0,0,0,0
7338_SOUTH_STEWART_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
7339_SOUTH_HALSTED_STREET,0,0,0,0,0,0,0,1,0,0,0,0
7339_SOUTH_PEORIA_STREET,0,0,0,0,0,1,0,0,0,0,0,0
7339_SOUTH_PRINCETON_AVENUE,0,0,1,0,0,1,1,0,0,0,0,0
7339_SOUTH_SANGAMON_STREET,2,0,0,0,0,1,0,0,0,0,0,0
733_WEST_60TH_STREET,1,0,0,0,0,1,0,0,1,0,0,0
733_WEST_ENGLEWOOD_AVENUE,0,0,1,0,0,0,0,0,0,0,0,0
7340_SOUTH_ABERDEEN_STREET,2,0,1,0,0,0,0,0,0,0,0,0
7340_SOUTH_EMERALD_AVENUE,2,2,1,0,0,0,0,0,0,0,0,0
7340_SOUTH_GREEN_STREET,2,0,0,0,0,0,1,0,0,0,0,0
7340_SOUTH_HALSTED_STREET,0,0,0,0,0,0,0,1,0,0,0,0
7340_SOUTH_LOWE_AVENUE,1,2,1,0,0,0,0,1,0,0,0,0
7340_SOUTH_MORGAN_STREET,1,0,0,0,0,0,0,0,0,0,0,0
7340_SOUTH_PEORIA_STREET,0,0,0,0,0,2,0,0,0,0,0,0
7340_SOUTH_SANGAMON_STREET,0,2,0,1,0,0,0,0,0,0,0,0
7340_SOUTH_UNION_AVENUE,1,0,1,0,0,0,0,1,0,0,0,0
7340_SOUTH_YALE_AVENUE,1,1,0,0,0,0,0,2,0,0,0,0
7341_SOUTH_ABERDEEN_STREET,2,0,1,0,0,0,0,0,0,0,0,0
7341_SOUTH_CARPENTER_STREET,0,0,0,0,0,0,1,0,0,0,0,0
7341_SOUTH_EMERALD_AVENUE,2,2,1,0,0,0,0,0,0,0,0,0
7341_SOUTH_GREEN_STREET,2,0,0,0,0,0,1,0,0,0,0,0
7341_SOUTH_LOWE_AVENUE,1,2,1,0,0,0,0,1,0,0,0,0
7341_SOUTH_MORGAN_STREET,2,0,1,0,0,0,0,0,0,0,0,0
7341_SOUTH_PERRY_AVENUE,0,0,0,0,0,1,0,1,0,0,0,0
7341_SOUTH_PRINCETON_AVENUE,0,0,1,0,0,1,1,0,0,0,0,0
7341_SOUTH_SANGAMON_STREET,2,0,0,0,0,1,0,0,0,0,0,0
7341_SOUTH_STEWART_AVENUE,1,0,1,0,0,0,0,0,0,0,0,0
7341_SOUTH_UNION_AVENUE,1,0,1,0,0,0,0,1,0,0,0,0
7341_SOUTH_YALE_AVENUE,1,0,1,0,0,0,0,1,0,0,0,0
7342_SOUTH_ABERDEEN_STREET,0,0,0,0,0,0,0,2,0,0,0,0
7342_SOUTH_CARPENTER_STREET,0,0,0,0,0,0,1,0,0,0,0,0
7342_SOUTH_GREEN_STREET,1,0,2,0,0,0,0,1,0,0,0,0
7342_SOUTH_MORGAN_STREET,1,0,0,0,0,0,0,0,0,0,0,0
7342_SOUTH_SANGAMON_STREET,0,2,0,1,0,0,0,0,0,0,0,0
7343_SOUTH_ABERDEEN_STREET,0,0,0,0,0,0,0,2,0,0,0,0
7343_SOUTH_CARPENTER_STREET,0,0,0,0,0,0,1,0,0,0,0,0
7343_SOUTH_MORGAN_STREET,1,0,0,0,0,0,0,0,0,0,0,0
7343_SOUTH_SANGAMON_STREET,0,2,0,1,0,0,0,0,0,0,0,0
7344_SOUTH_ABERDEEN_STREET,0,0,0,0,0,0,0,2,0,0,0,0
7344_SOUTH_CARPENTER_STREET,0,0,2,0,0,0,0,0,0,0,0,0
7344_SOUTH_EMERALD_AVENUE,1,0,1,1,0,0,0,2,0,0,0,0
7344_SOUTH_GREEN_STREET,1,0,2,0,0,0,0,1,0,0,0,0
7344_SOUTH_LOWE_AVENUE,2,0,0,0,0,0,0,1,0,0,0,0
7344_SOUTH_PEORIA_STREET,1,1,0,0,0,0,0,1,0,0,0,0
7344_SOUTH_UNION_AVENUE,1,0,0,1,0,0,0,0,0,0,0,0
7344_SOUTH_YALE_AVENUE,1,1,0,0,0,0,0,0,0,0,0,0
7345_SOUTH_ABERDEEN_STREET,0,0,0,0,0,0,0,2,0,0,0,0
7345_SOUTH_EMERALD_AVENUE,1,0,1,1,0,0,0,2,0,0,0,0
7345_SOUTH_GREEN_STREET,1,0,2,0,0,0,0,1,0,0,0,0
7345_SOUTH_LOWE_AVENUE,1,1,1,0,0,1,1,0,0,0,0,0
7345_SOUTH_MAY_STREET,2,0,0,0,0,0,0,0,0,0,0,0
7345_SOUTH_MORGAN_STREET,1,0,0,0,0,0,0,0,0,0,0,0
7345_SOUTH_PEORIA_STREET,1,1,0,0,0,0,0,1,0,0,0,0
7345_SOUTH_PRINCETON_AVENUE,1,3,2,0,0,0,1,0,0,0,0,0
7345_SOUTH_SANGAMON_STREET,2,2,0,0,0,0,0,0,0,0,0,0
7345_SOUTH_UNION_AVENUE,1,0,0,1,0,0,0,0,0,0,0,0
7345_SOUTH_YALE_AVENUE,1,1,0,0,0,0,0,2,0,0,0,0
7346_SOUTH_HALSTED_STREET,0,0,2,0,1,0,0,0,0,0,0,0
7346_SOUTH_SANGAMON_STREET,2,2,0,0,0,0,0,0,0,0,0,0
7346_SOUTH_YALE_AVENUE,1,0,0,0,0,1,0,0,0,0,0,0
7347_SOUTH_MAY_STREET,1,0,0,1,0,0,0,0,0,0,0,0
7347_SOUTH_MORGAN_STREET,0,0,1,0,0,1,0,0,0,0,0,0
7347_SOUTH_YALE_AVENUE,1,0,0,0,0,1,0,0,0,0,0,0
7348_SOUTH_ABERDEEN_STREET,0,0,1,1,0,1,0,0,0,0,0,0
7348_SOUTH_GREEN_STREET,1,0,2,0,0,0,0,1,0,0,0,0
7348_SOUTH_HALSTED_STREET,1,0,1,0,0,1,0,0,0,0,0,0
7348_SOUTH_LOWE_AVENUE,1,2,2,0,0,1,0,0,0,0,0,0
7348_SOUTH_PERRY_AVENUE,0,0,0,0,0,1,0,1,0,0,0,0
7348_SOUTH_SANGAMON_STREET,1,0,1,0,0,0,0,1,0,0,0,0
7349_SOUTH_EMERALD_AVENUE,1,0,2,0,0,0,0,1,0,0,0,0
7349_SOUTH_GREEN_STREET,1,0,2,0,0,0,0,1,0,0,0,0
7349_SOUTH_HALSTED_STREET,1,0,1,0,0,0,0,0,0,0,0,0
7349_SOUTH_LOWE_AVENUE,1,1,1,0,0,1,1,0,0,0,0,0
7349_SOUTH_PERRY_AVENUE,0,0,0,0,0,1,0,1,0,0,0,0
7349_SOUTH_YALE_AVENUE,1,0,0,1,0,0,0,0,0,0,0,0
7350_SOUTH_ABERDEEN_STREET,1,0,0,1,0,0,0,0,0,0,0,0
7350_SOUTH_EMERALD_AVENUE,1,0,0,0,1,0,0,1,0,0,0,0
7350_SOUTH_GREEN_STREET,2,0,0,0,0,0,0,0,0,0,0,0
7350_SOUTH_HALSTED_STREET,1,0,1,0,0,0,0,0,0,0,0,0
7350_SOUTH_HARVARD_AVENUE,1,0,1,0,0,0,0,0,0,0,0,0
7350_SOUTH_MAY_STREET,1,0,0,1,0,0,0,0,0,0,0,0
7350_SOUTH_MORGAN_STREET,0,1,2,0,0,0,0,0,0,0,0,0
7350_SOUTH_PEORIA_STREET,0,0,2,0,0,0,0,0,0,0,0,0
7350_SOUTH_STEWART_AVENUE,0,0,2,0,0,0,0,0,0,0,0,0
7350_SOUTH_UNION_AVENUE,0,0,1,0,0,0,0,1,0,0,0,0
7350_SOUTH_YALE_AVENUE,1,0,0,1,0,0,0,0,0,0,0,0
7351_SOUTH_ABERDEEN_STREET,1,0,0,1,0,0,0,0,0,0,0,0
7351_SOUTH_GREEN_STREET,2,0,0,0,0,0,0,0,0,0,0,0
7351_SOUTH_HARVARD_AVENUE,1,0,1,0,0,0,0,0,0,0,0,0
7351_SOUTH_MAY_STREET,1,0,0,0,0,0,0,0,0,0,0,0
7351_SOUTH_MORGAN_STREET,0,1,2,0,0,0,0,0,0,0,0,0
7351_SOUTH_PEORIA_STREET,0,0,2,0,0,0,0,0,0,0,0,0
7351_SOUTH_PRINCETON_AVENUE,1,0,0,1,0,0,0,0,0,0,0,0
7351_SOUTH_SANGAMON_STREET,0,0,1,0,0,0,0,0,0,0,0,0
7351_SOUTH_YALE_AVENUE,1,0,0,1,0,0,0,0,0,0,0,0
7352_SOUTH_ABERDEEN_STREET,1,0,0,1,0,0,0,1,0,0,0,0
7352_SOUTH_CARPENTER_STREET,1,0,0,0,0,1,0,0,0,0,0,0
7352_SOUTH_EMERALD_AVENUE,1,0,0,0,1,0,0,1,0,0,0,0
7352_SOUTH_GREEN_STREET,2,0,0,0,0,0,0,0,0,0,0,0
7352_SOUTH_HALSTED_STREET,1,0,1,0,0,1,0,0,0,0,0,0
7352_SOUTH_LOWE_AVENUE,0,0,1,0,0,0,0,2,0,0,0,0
7352_SOUTH_PEORIA_STREET,0,0,2,0,0,0,0,0,0,0,0,0
7352_SOUTH_PERRY_AVENUE,0,0,0,0,0,1,0,1,0,0,0,0
7352_SOUTH_SANGAMON_STREET,0,0,1,0,0,0,0,0,0,0,0,0
7352_SOUTH_YALE_AVENUE,1,0,1,0,0,0,0,0,0,0,0,0
7353_SOUTH_ABERDEEN_STREET,1,0,0,1,0,0,0,1,0,0,0,0
7353_SOUTH_CARPENTER_STREET,1,0,0,0,0,1,0,0,0,0,0,0
7353_SOUTH_MAY_STREET,0,0,0,1,0,0,0,0,0,0,0,0
7353_SOUTH_PEORIA_STREET,0,0,2,0,0,0,0,0,0,0,0,0
7353_SOUTH_VINCENNES_AVENUE,2,0,0,0,0,0,0,0,0,0,0,0
7354_SOUTH_EMERALD_AVENUE,1,0,0,0,1,0,0,1,0,0,0,0
7354_SOUTH_PEORIA_STREET,0,0,1,0,0,0,0,0,0,0,0,0
7354_SOUTH_STEWART_AVENUE,1,1,0,0,0,0,0,0,0,0,0,0
7354_SOUTH_UNION_AVENUE,1,0,1,0,0,0,0,0,0,0,0,0
7355_SOUTH_ABERDEEN_STREET,1,0,0,1,0,0,0,1,0,0,0,0
7355_SOUTH_CARPENTER_STREET,1,0,0,0,0,1,0,0,0,0,0,0
7355_SOUTH_EMERALD_AVENUE,1,0,0,0,1,0,0,1,0,0,0,0
7355_SOUTH_LOWE_AVENUE,0,0,1,0,0,0,0,2,0,0,0,0
7355_SOUTH_PERRY_AVENUE,1,0,1,0,0,0,0,0,0,0,0,0
