,SUV,pickup truck,sedan,hatchback,convertible,coupe,roadster,van,firetruck,garbagetruck,mailtruck,trailertruck
7355_SOUTH_VINCENNES_AVENUE,2,0,0,0,0,0,0,0,0,0,0,0
7355_SOUTH_YALE_AVENUE,1,0,1,0,0,0,0,0,0,0,0,0
7356_SOUTH_HALSTED_STREET,2,0,0,0,0,0,0,0,0,0,0,0
7356_SOUTH_HARVARD_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
7356_SOUTH_LOWE_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
7356_SOUTH_MAY_STREET,1,0,0,0,0,0,0,0,0,0,0,0
7356_SOUTH_PERRY_AVENUE,0,0,1,0,0,1,0,0,0,0,0,0
7356_SOUTH_STEWART_AVENUE,1,1,0,0,0,0,0,0,0,0,0,0
7357_SOUTH_HALSTED_STREET,0,0,1,0,0,0,0,0,0,0,0,0
7357_SOUTH_MAY_STREET,1,0,0,0,0,0,0,0,0,0,0,0
7357_SOUTH_PERRY_AVENUE,0,0,1,0,0,1,0,0,0,0,0,0
7357_SOUTH_PRINCETON_AVENUE,0,1,0,0,0,0,0,3,0,0,0,0
7357_SOUTH_YALE_AVENUE,1,0,1,0,0,0,0,0,0,0,0,0
7358_SOUTH_ABERDEEN_STREET,1,0,0,1,0,0,0,0,0,0,0,0
7358_SOUTH_HALSTED_STREET,2,0,0,0,0,0,0,0,0,0,0,0
7358_SOUTH_HARVARD_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
7358_SOUTH_UNION_AVENUE,2,0,0,0,0,0,0,0,0,0,0,0
7359_SOUTH_CARPENTER_STREET,1,0,0,0,0,0,0,0,0,0,0,0
7359_SOUTH_EMERALD_AVENUE,0,0,1,0,1,0,0,1,0,0,0,0
7359_SOUTH_LOWE_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
7359_SOUTH_PRINCETON_AVENUE,0,1,0,0,0,0,0,3,0,0,0,0
7359_SOUTH_UNION_AVENUE,2,0,0,0,0,0,0,0,0,0,0,0
735_WEST_60TH_STREET,1,0,0,0,0,0,0,1,0,0,0,0
735_WEST_ENGLEWOOD_AVENUE,0,0,1,0,0,0,0,0,0,0,0,0
735_WEST_GARFIELD_BOULEVARD,0,0,1,1,0,0,0,0,0,0,0,0
737_WEST_60TH_STREET,1,0,0,0,0,0,0,1,0,0,0,0
737_WEST_ENGLEWOOD_AVENUE,2,0,0,0,0,0,0,1,0,0,0,0
737_WEST_GARFIELD_BOULEVARD,0,0,1,1,0,0,0,0,0,0,0,0
739_WEST_61ST_STREET,1,0,0,0,0,0,0,1,0,0,0,0
7400_SOUTH_EMERALD_AVENUE,2,0,0,0,0,0,0,0,0,0,0,0
7400_SOUTH_GREEN_STREET,0,0,0,0,0,0,0,1,0,0,0,0
7400_SOUTH_HARVARD_AVENUE,0,0,1,0,0,0,0,0,0,0,0,0
7400_SOUTH_MAY_STREET,0,0,0,0,0,1,0,1,0,0,0,0
7400_SOUTH_NORMAL_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
7400_SOUTH_PRINCETON_AVENUE,3,1,0,0,0,0,0,1,0,0,0,0
7400_SOUTH_UNION_AVENUE,2,0,0,0,0,0,0,0,0,0,0,0
7401_SOUTH_EMERALD_AVENUE,2,0,0,0,0,0,0,0,0,0,0,0
7401_SOUTH_GREEN_STREET,0,0,0,0,0,0,0,1,0,0,0,0
7401_SOUTH_HARVARD_AVENUE,0,0,1,0,0,0,0,0,0,0,0,0
7401_SOUTH_MAY_STREET,0,0,0,0,0,1,0,1,0,0,0,0
7401_SOUTH_NORMAL_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
7401_SOUTH_PRINCETON_AVENUE,3,1,0,0,0,0,0,1,0,0,0,0
7401_SOUTH_SANGAMON_STREET,0,0,0,1,0,0,0,0,0,0,0,0
7401_SOUTH_UNION_AVENUE,2,0,0,0,0,0,0,0,0,0,0,0
7403_SOUTH_MAY_STREET,0,0,0,0,0,1,0,1,0,0,0,0
7404_SOUTH_EMERALD_AVENUE,0,0,2,0,0,0,0,0,0,0,0,0
7404_SOUTH_HARVARD_AVENUE,0,0,1,0,0,0,0,0,0,0,0,0
7404_SOUTH_LOWE_AVENUE,0,0,0,0,0,0,0,2,0,0,0,1
7404_SOUTH_MAY_STREET,1,0,1,0,0,0,0,0,0,0,0,0
7404_SOUTH_UNION_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
7405_SOUTH_EMERALD_AVENUE,0,0,2,0,0,0,0,0,0,0,0,0
7405_SOUTH_HARVARD_AVENUE,0,0,1,0,0,0,0,0,0,0,0,0
7405_SOUTH_NORMAL_AVENUE,1,0,0,1,0,0,0,0,0,0,0,0
7405_SOUTH_PEORIA_STREET,1,0,0,0,0,0,0,0,0,0,0,0
7405_SOUTH_PRINCETON_AVENUE,3,1,0,0,0,0,0,1,0,0,0,0
7405_SOUTH_SANGAMON_STREET,1,1,0,0,0,0,0,1,0,0,0,0
7405_SOUTH_STEWART_AVENUE,0,0,0,0,0,1,0,1,0,0,0,0
7405_SOUTH_UNION_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
7406_SOUTH_GREEN_STREET,1,0,0,0,0,0,0,0,0,0,0,0
7406_SOUTH_MAY_STREET,1,0,1,0,0,0,0,0,0,0,0,0
7406_SOUTH_NORMAL_AVENUE,1,0,0,1,0,0,0,0,0,0,0,0
7406_SOUTH_PEORIA_STREET,1,0,0,0,0,0,0,0,0,0,0,0
7406_SOUTH_PERRY_AVENUE,1,0,1,0,0,0,0,0,0,0,0,0
7406_SOUTH_SANGAMON_STREET,0,0,1,0,0,0,0,0,0,0,0,0
7407_SOUTH_MAY_STREET,1,0,1,0,0,0,0,0,0,0,0,0
7407_SOUTH_MORGAN_STREET,0,0,0,0,0,1,0,1,0,0,0,0
7407_SOUTH_PEORIA_STREET,1,0,0,0,0,0,0,0,0,0,0,0
7407_SOUTH_SANGAMON_STREET,0,0,1,0,0,0,0,0,0,0,0,0
7407_SOUTH_UNION_AVENUE,0,0,1,1,0,0,0,0,0,0,1,0
7408_SOUTH_EMERALD_AVENUE,0,0,2,0,0,0,0,0,0,0,0,0
7408_SOUTH_HARVARD_AVENUE,0,0,1,0,0,0,0,0,0,0,0,0
7408_SOUTH_LOWE_AVENUE,1,0,0,0,0,0,0,1,0,0,0,1
7408_SOUTH_MAY_STREET,1,0,1,0,0,0,0,0,0,0,0,0
7408_SOUTH_NORMAL_AVENUE,0,0,1,1,0,1,0,1,0,0,0,0
7408_SOUTH_PERRY_AVENUE,0,0,1,0,0,0,0,1,0,0,0,0
7408_SOUTH_PRINCETON_AVENUE,0,0,1,0,0,0,0,1,0,0,0,0
7408_SOUTH_SANGAMON_STREET,0,0,1,0,0,0,0,0,0,0,0,0
7408_SOUTH_UNION_AVENUE,0,0,1,1,0,0,0,0,0,0,1,0
7408_SOUTH_WENTWORTH_AVENUE,0,0,1,0,0,0,0,1,0,0,0,0
7409_SOUTH_EMERALD_AVENUE,0,0,2,0,0,0,0,0,0,0,0,0
7409_SOUTH_GREEN_STREET,0,0,0,0,1,0,0,0,0,0,0,0
7409_SOUTH_HARVARD_AVENUE,0,0,1,0,0,0,0,1,0,0,0,0
7409_SOUTH_MAY_STREET,1,0,1,0,0,0,0,0,0,0,0,0
7409_SOUTH_MORGAN_STREET,1,0,1,0,0,0,0,0,0,0,0,0
7409_SOUTH_NORMAL_AVENUE,0,0,1,1,0,1,0,1,0,0,0,0
7409_SOUTH_PARNELL_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
7409_SOUTH_PEORIA_STREET,1,0,0,0,0,0,0,0,0,0,0,0
7409_SOUTH_PRINCETON_AVENUE,0,0,1,0,0,0,0,1,0,0,0,0
7409_SOUTH_SANGAMON_STREET,3,0,0,0,0,0,0,0,0,0,0,0
7409_SOUTH_STEWART_AVENUE,2,0,0,0,0,0,0,1,0,0,0,0
7410_SOUTH_GREEN_STREET,2,0,1,0,0,0,0,0,0,0,0,0
7410_SOUTH_MAY_STREET,1,1,1,0,0,0,0,0,0,0,0,0
7410_SOUTH_PEORIA_STREET,0,0,0,0,0,0,0,1,0,0,0,0
7410_SOUTH_SANGAMON_STREET,3,0,0,0,0,0,0,0,0,0,0,0
7411_SOUTH_ABERDEEN_STREET,1,0,0,0,0,0,0,0,0,0,0,0
7411_SOUTH_EGGLESTON_AVENUE,0,0,1,0,0,0,0,0,0,0,0,0
7411_SOUTH_MORGAN_STREET,0,0,1,1,0,0,0,0,0,0,0,0
7411_SOUTH_SANGAMON_STREET,3,0,0,0,0,0,0,0,0,0,0,0
7412_SOUTH_EMERALD_AVENUE,2,0,0,0,0,0,0,0,0,0,0,0
7412_SOUTH_GREEN_STREET,2,0,1,0,0,0,0,0,0,0,0,0
7412_SOUTH_HARVARD_AVENUE,0,0,1,0,0,0,0,1,0,0,0,0
7412_SOUTH_MAY_STREET,1,1,1,0,0,0,0,0,0,0,0,0
7412_SOUTH_STEWART_AVENUE,4,0,1,0,0,0,0,0,0,0,0,0
7412_SOUTH_UNION_AVENUE,1,0,0,0,0,0,1,1,0,0,0,0
7413_SOUTH_EGGLESTON_AVENUE,0,0,1,0,0,0,0,0,0,0,0,0
7413_SOUTH_EMERALD_AVENUE,2,0,0,0,0,0,0,0,0,0,0,0
7413_SOUTH_MAY_STREET,1,1,1,0,0,0,0,0,0,0,0,0
7413_SOUTH_PEORIA_STREET,1,0,0,1,0,0,0,0,0,0,0,0
7413_SOUTH_STEWART_AVENUE,4,0,1,0,0,0,0,0,0,0,0,0
7414_SOUTH_HARVARD_AVENUE,0,0,2,0,0,0,0,1,0,0,0,0
7414_SOUTH_MAY_STREET,1,2,0,0,0,0,0,1,0,0,0,0
7414_SOUTH_SANGAMON_STREET,1,0,1,0,0,1,0,0,0,0,0,0
7414_SOUTH_WENTWORTH_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
7415_SOUTH_EGGLESTON_AVENUE,0,0,1,0,0,0,0,0,0,0,0,0
7415_SOUTH_GREEN_STREET,2,0,1,0,0,0,0,0,0,0,0,0
7415_SOUTH_HARVARD_AVENUE,0,0,2,0,0,0,0,1,0,0,0,0
7415_SOUTH_MORGAN_STREET,0,0,1,1,0,0,0,0,0,0,0,0
7415_SOUTH_PRINCETON_AVENUE,0,0,1,0,0,0,0,0,0,0,0,0
7415_SOUTH_UNION_AVENUE,1,0,0,0,0,0,1,1,0,0,0,0
7415_SOUTH_VINCENNES_AVENUE,0,0,1,0,0,0,0,0,0,0,0,0
7416_SOUTH_GREEN_STREET,2,0,1,0,0,0,0,0,0,0,0,0
7416_SOUTH_PERRY_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
7416_SOUTH_PRINCETON_AVENUE,0,0,0,1,0,0,0,0,0,0,0,0
7416_SOUTH_SANGAMON_STREET,0,0,0,0,1,0,0,3,0,0,0,0
7416_SOUTH_UNION_AVENUE,0,0,2,0,0,0,0,0,0,0,0,0
7416_SOUTH_WENTWORTH_AVENUE,0,0,1,0,0,0,0,1,0,0,0,0
7417_SOUTH_EGGLESTON_AVENUE,0,0,0,0,0,0,0,1,0,0,0,0
7417_SOUTH_EMERALD_AVENUE,1,0,0,1,0,0,1,0,0,0,0,0
7417_SOUTH_MAY_STREET,1,2,0,0,0,0,0,1,0,0,0,0
7417_SOUTH_MORGAN_STREET,1,0,0,0,0,0,0,0,0,0,0,0
7417_SOUTH_PERRY_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
7417_SOUTH_SANGAMON_STREET,0,0,0,0,1,0,0,3,0,0,0,0
7417_SOUTH_UNION_AVENUE,0,0,2,0,0,0,0,0,0,0,0,0
7417_SOUTH_WENTWORTH_AVENUE,0,0,1,0,0,0,0,1,0,0,0,0
7418_SOUTH_EMERALD_AVENUE,1,0,0,1,0,0,1,0,0,0,0,0
7418_SOUTH_LAFAYETTE_AVENUE,0,0,2,0,0,0,0,0,0,0,0,0
7418_SOUTH_PEORIA_STREET,0,0,2,0,0,0,0,0,0,0,0,0
7418_SOUTH_PERRY_AVENUE,0,0,2,0,0,0,0,0,0,0,0,0
7418_SOUTH_SANGAMON_STREET,1,0,1,0,0,0,0,0,0,0,0,0
7418_SOUTH_WENTWORTH_AVENUE,4,0,0,0,0,0,0,0,0,0,0,0
7419_SOUTH_HARVARD_AVENUE,1,0,0,0,0,0,0,1,0,0,0,0
7419_SOUTH_PERRY_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
7419_SOUTH_PRINCETON_AVENUE,0,0,1,0,0,0,0,0,0,0,0,0
7419_SOUTH_SANGAMON_STREET,1,0,1,0,0,0,0,0,0,0,0,0
7419_SOUTH_VINCENNES_AVENUE,0,0,0,0,1,0,0,0,0,0,0,0
7419_SOUTH_WENTWORTH_AVENUE,4,0,0,0,0,0,0,0,0,0,0,0
7420_SOUTH_ABERDEEN_STREET,1,0,0,0,0,0,0,0,0,0,0,0
7420_SOUTH_EMERALD_AVENUE,2,0,1,0,0,0,0,0,0,0,0,0
7420_SOUTH_HARVARD_AVENUE,1,0,1,0,0,1,0,0,0,0,0,0
7420_SOUTH_LAFAYETTE_AVENUE,0,0,1,0,0,0,0,0,0,0,0,0
7420_SOUTH_PEORIA_STREET,1,0,1,0,0,0,0,0,0,0,0,0
7420_SOUTH_PRINCETON_AVENUE,0,0,0,1,0,0,0,0,0,0,0,0
7420_SOUTH_SANGAMON_STREET,1,0,1,0,0,0,0,0,0,0,0,0
7420_SOUTH_UNION_AVENUE,1,0,0,0,0,0,0,1,0,0,0,0
7421_SOUTH_EGGLESTON_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
7421_SOUTH_EMERALD_AVENUE,2,0,1,0,0,0,0,0,0,0,0,0
7421_SOUTH_HARVARD_AVENUE,1,0,1,0,0,1,0,0,0,0,0,0
7421_SOUTH_PEORIA_STREET,1,0,1,0,0,0,0,0,0,0,0,0
7421_SOUTH_PRINCETON_AVENUE,0,0,2,0,0,0,1,0,0,0,0,0
7421_SOUTH_SANGAMON_STREET,1,0,1,0,0,0,0,0,0,0,0,0
7421_SOUTH_UNION_AVENUE,1,0,0,0,0,0,0,1,0,0,0,0
7421_SOUTH_VINCENNES_AVENUE,0,0,0,0,0,1,0,1,0,0,0,0
7421_SOUTH_WENTWORTH_AVENUE,4,0,0,0,0,0,0,0,0,0,0,0
7422_SOUTH_PERRY_AVENUE,1,0,0,0,0,0,0,1,0,0,0,0
7422_SOUTH_WENTWORTH_AVENUE,3,0,0,0,0,1,0,0,0,0,0,0
7423_SOUTH_MAY_STREET,3,1,0,0,0,0,0,0,0,0,0,0
7423_SOUTH_PERRY_AVENUE,1,0,0,0,0,0,0,1,0,0,0,0
7424_SOUTH_ABERDEEN_STREET,1,0,0,0,0,0,0,0,0,0,0,0
7424_SOUTH_EMERALD_AVENUE,1,0,1,0,0,0,0,0,0,0,0,0
7424_SOUTH_HARVARD_AVENUE,0,0,1,1,0,1,0,0,0,0,0,0
7424_SOUTH_LOWE_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
7424_SOUTH_PRINCETON_AVENUE,0,0,2,0,0,0,1,0,0,0,0,0
7424_SOUTH_WENTWORTH_AVENUE,2,1,1,0,0,1,0,0,0,0,0,0
7425_SOUTH_EMERALD_AVENUE,1,0,1,0,0,0,0,0,0,0,0,0
7425_SOUTH_HARVARD_AVENUE,0,0,1,1,0,1,0,0,0,0,0,0
7425_SOUTH_MAY_STREET,3,1,0,0,0,0,0,0,0,0,0,0
7425_SOUTH_NORMAL_AVENUE,0,0,1,1,0,0,0,0,0,0,0,0
7425_SOUTH_PERRY_AVENUE,1,0,0,0,0,0,0,1,0,0,0,0
7425_SOUTH_PRINCETON_AVENUE,0,0,0,0,0,0,0,1,0,0,0,0
7425_SOUTH_WENTWORTH_AVENUE,2,1,1,0,0,1,0,0,0,0,0,0
7426_SOUTH_ABERDEEN_STREET,1,0,1,0,0,0,0,1,0,0,0,0
7426_SOUTH_EMERALD_AVENUE,1,0,1,0,0,0,0,0,0,0,0,0
7426_SOUTH_LAFAYETTE_AVENUE,0,1,1,0,0,0,0,0,0,0,0,0
7426_SOUTH_LOWE_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
7426_SOUTH_PEORIA_STREET,0,0,0,0,0,0,0,1,0,0,0,0
7426_SOUTH_PERRY_AVENUE,1,4,0,0,0,0,0,1,0,0,0,0
7427_SOUTH_EGGLESTON_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
7427_SOUTH_EMERALD_AVENUE,1,0,1,0,0,0,0,0,0,0,0,0
7427_SOUTH_MAY_STREET,2,1,0,0,0,0,0,0,0,0,0,0
7427_SOUTH_PERRY_AVENUE,1,4,0,0,0,0,0,1,0,0,0,0
7427_SOUTH_UNION_AVENUE,0,0,0,0,0,1,0,1,0,0,0,0
7427_SOUTH_WENTWORTH_AVENUE,2,1,1,0,0,1,0,0,0,0,0,0
7428_SOUTH_EMERALD_AVENUE,0,0,2,0,0,0,0,0,0,0,0,0
7428_SOUTH_HARVARD_AVENUE,0,0,0,0,0,0,0,1,0,0,0,0
7428_SOUTH_LOWE_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
7428_SOUTH_MAY_STREET,2,1,0,0,0,0,0,0,0,0,0,0
7428_SOUTH_NORMAL_AVENUE,0,0,0,0,0,0,0,2,0,0,0,0
7428_SOUTH_PERRY_AVENUE,0,2,0,0,0,0,0,2,0,0,0,0
7428_SOUTH_PRINCETON_AVENUE,2,0,2,0,0,0,0,0,0,0,0,0
7428_SOUTH_SANGAMON_STREET,0,0,3,1,0,1,0,0,0,0,0,0
7428_SOUTH_WENTWORTH_AVENUE,2,1,1,0,0,1,0,0,0,0,0,0
7429_SOUTH_EMERALD_AVENUE,1,0,1,0,0,0,0,0,0,0,0,0
7429_SOUTH_HARVARD_AVENUE,0,0,0,0,0,0,0,1,0,0,0,0
7429_SOUTH_MAY_STREET,0,0,0,0,0,0,0,1,0,0,0,0
7429_SOUTH_NORMAL_AVENUE,0,0,0,0,0,0,0,2,0,0,0,0
7429_SOUTH_PRINCETON_AVENUE,0,0,0,0,0,0,0,1,0,0,0,0
7429_SOUTH_SANGAMON_STREET,0,0,3,1,0,1,0,0,0,0,0,0
7430_SOUTH_ABERDEEN_STREET,1,0,1,0,0,0,0,1,0,0,0,0
7430_SOUTH_PERRY_AVENUE,0,2,0,0,0,0,0,2,0,0,0,0
7430_SOUTH_PRINCETON_AVENUE,1,0,1,0,0,0,0,1,0,0,0,0
7430_SOUTH_SANGAMON_STREET,0,0,3,1,0,1,0,0,0,0,0,0
7430_SOUTH_STEWART_AVENUE,0,0,0,2,0,0,0,0,0,0,0,1
7430_SOUTH_WENTWORTH_AVENUE,1,0,0,0,0,1,0,0,0,0,0,0
7431_SOUTH_EGGLESTON_AVENUE,1,1,1,0,0,0,0,0,0,0,0,0
7431_SOUTH_PEORIA_STREET,0,0,0,0,0,0,0,1,0,0,0,0
7431_SOUTH_PERRY_AVENUE,0,2,0,0,0,0,0,2,0,0,0,0
7431_SOUTH_PRINCETON_AVENUE,2,0,2,0,0,0,0,0,0,0,0,0
7431_SOUTH_SANGAMON_STREET,0,0,3,1,0,1,0,0,0,0,0,0
7431_SOUTH_STEWART_AVENUE,0,0,0,2,0,0,0,0,0,0,0,1
7432_SOUTH_ABERDEEN_STREET,0,0,1,0,0,0,0,0,0,0,0,0
7432_SOUTH_EMERALD_AVENUE,2,0,1,0,0,0,0,0,0,0,0,0
7432_SOUTH_GREEN_STREET,0,0,0,0,0,0,0,1,0,0,0,0
7432_SOUTH_MAY_STREET,0,0,1,0,0,0,0,1,0,0,0,0
7432_SOUTH_PERRY_AVENUE,0,0,0,0,0,1,0,2,1,0,0,0
7432_SOUTH_VINCENNES_AVENUE,0,0,1,0,0,0,0,0,0,0,0,0
7432_SOUTH_WENTWORTH_AVENUE,1,0,0,0,0,1,0,0,0,0,0,0
7433_SOUTH_EGGLESTON_AVENUE,1,1,1,0,0,0,0,0,0,0,0,0
7433_SOUTH_EMERALD_AVENUE,2,0,1,0,0,0,0,0,0,0,0,0
7433_SOUTH_PERRY_AVENUE,0,1,0,0,0,0,0,1,0,0,0,0
7433_SOUTH_SANGAMON_STREET,0,0,1,0,0,1,0,1,0,0,0,0
7434_SOUTH_EGGLESTON_AVENUE,1,0,0,0,1,0,0,1,0,0,0,0
7434_SOUTH_HARVARD_AVENUE,1,1,0,0,0,0,0,1,0,0,0,0
7434_SOUTH_LAFAYETTE_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
7434_SOUTH_PEORIA_STREET,1,0,0,1,0,0,0,0,0,0,0,0
7434_SOUTH_PRINCETON_AVENUE,1,0,1,0,0,0,0,1,0,0,0,0
7434_SOUTH_WENTWORTH_AVENUE,0,0,2,1,0,0,0,0,0,0,0,0
7435_SOUTH_EGGLESTON_AVENUE,1,0,0,0,1,0,0,1,0,0,0,0
7435_SOUTH_HARVARD_AVENUE,1,1,0,0,0,0,0,1,0,0,0,0
7435_SOUTH_MORGAN_STREET,0,1,0,0,0,0,0,1,0,0,0,0
7435_SOUTH_PARNELL_AVENUE,1,0,0,0,0,0,0,1,0,0,0,0
7435_SOUTH_PEORIA_STREET,1,0,0,1,0,0,0,0,0,0,0,0
7435_SOUTH_PRINCETON_AVENUE,1,0,1,0,0,0,0,1,0,0,0,0
7435_SOUTH_WENTWORTH_AVENUE,1,0,0,0,0,1,0,0,0,0,0,0
7436_SOUTH_EGGLESTON_AVENUE,2,0,1,0,0,0,0,0,0,0,0,0
7436_SOUTH_GREEN_STREET,0,0,1,0,0,1,0,0,0,0,0,0
7436_SOUTH_LAFAYETTE_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
7436_SOUTH_MAY_STREET,1,0,0,0,0,0,0,0,0,0,0,0
7436_SOUTH_PARNELL_AVENUE,0,0,1,0,0,0,0,1,0,0,0,0
7436_SOUTH_PEORIA_STREET,0,0,1,0,0,1,0,0,0,0,0,0
7436_SOUTH_PERRY_AVENUE,0,1,0,0,0,0,0,1,0,0,0,0
7436_SOUTH_SANGAMON_STREET,1,1,0,0,0,0,0,0,0,0,0,0
7436_SOUTH_WENTWORTH_AVENUE,1,0,0,1,0,0,0,0,0,0,0,0
7437_SOUTH_EGGLESTON_AVENUE,1,0,0,0,1,0,0,1,0,0,0,0
7437_SOUTH_HARVARD_AVENUE,1,1,0,0,0,0,0,1,0,0,0,0
7437_SOUTH_MAY_STREET,0,0,1,0,0,0,0,1,0,0,0,0
7437_SOUTH_PARNELL_AVENUE,0,0,1,0,0,0,0,1,0,0,0,0
7437_SOUTH_PEORIA_STREET,0,0,1,0,0,1,0,0,0,0,0,0
7437_SOUTH_PERRY_AVENUE,0,1,0,0,0,0,0,1,0,0,0,0
7437_SOUTH_SANGAMON_STREET,1,1,0,0,0,0,0,0,0,0,0,0
7437_SOUTH_WENTWORTH_AVENUE,0,0,2,1,0,0,0,0,0,0,0,0
7438_SOUTH_GREEN_STREET,0,0,1,0,0,1,0,0,0,0,0,0
7438_SOUTH_MAY_STREET,1,0,0,0,0,0,0,0,0,0,0,0
7438_SOUTH_PERRY_AVENUE,3,0,0,0,0,0,0,0,0,0,0,0
7438_SOUTH_PRINCETON_AVENUE,0,0,1,0,0,0,0,0,0,0,0,0
7438_SOUTH_SANGAMON_STREET,0,0,0,0,0,1,0,1,0,0,0,0
7438_SOUTH_STEWART_AVENUE,0,0,0,0,1,0,0,0,0,0,0,0
7438_SOUTH_VINCENNES_AVENUE,2,0,0,0,0,0,0,0,0,0,0,0
7438_SOUTH_WENTWORTH_AVENUE,1,0,0,1,0,0,0,0,0,0,0,0
7439_SOUTH_EGGLESTON_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
7439_SOUTH_MAY_STREET,1,0,0,0,0,0,0,0,0,0,0,0
7439_SOUTH_PEORIA_STREET,0,0,0,0,0,0,0,2,0,0,0,0
7439_SOUTH_PRINCETON_AVENUE,0,0,1,0,0,0,0,0,0,0,0,0
7439_SOUTH_SANGAMON_STREET,0,0,0,0,0,1,0,1,0,0,0,0
7439_SOUTH_WENTWORTH_AVENUE,1,0,0,1,0,0,0,0,0,0,0,0
743_WEST_GARFIELD_BOULEVARD,0,0,1,1,0,0,0,0,0,0,0,0
7440_SOUTH_LAFAYETTE_AVENUE,0,0,1,0,0,0,0,0,0,0,0,0
7440_SOUTH_PARNELL_AVENUE,1,0,1,0,0,0,0,0,0,0,0,0
7440_SOUTH_PERRY_AVENUE,2,0,0,0,0,0,0,0,0,0,0,0
7440_SOUTH_SANGAMON_STREET,0,0,0,0,0,1,0,1,0,0,0,0
7440_SOUTH_WENTWORTH_AVENUE,1,0,0,1,0,0,0,0,0,0,0,0
7441_SOUTH_HARVARD_AVENUE,0,0,1,0,0,0,0,2,0,0,0,0
7441_SOUTH_PERRY_AVENUE,3,0,0,0,0,0,0,0,0,0,0,0
7441_SOUTH_SANGAMON_STREET,0,0,0,0,0,1,0,1,0,0,0,0
7441_SOUTH_WENTWORTH_AVENUE,1,0,0,1,0,0,0,0,0,0,0,0
7442_SOUTH_HARVARD_AVENUE,0,0,1,0,0,0,0,2,0,0,0,0
7442_SOUTH_LAFAYETTE_AVENUE,2,0,0,0,0,0,0,0,0,0,0,0
7442_SOUTH_PERRY_AVENUE,0,0,1,0,0,0,1,0,0,0,0,0
7442_SOUTH_PRINCETON_AVENUE,1,0,0,0,0,0,0,1,0,0,0,0
7442_SOUTH_VINCENNES_AVENUE,2,0,0,0,0,0,0,0,0,0,0,0
7442_SOUTH_WENTWORTH_AVENUE,0,0,2,0,0,0,0,1,0,0,0,0
7443_SOUTH_PERRY_AVENUE,3,0,0,0,0,0,0,0,0,0,0,0
7443_SOUTH_WENTWORTH_AVENUE,0,0,2,0,0,0,0,1,0,0,0,0
7444_SOUTH_EGGLESTON_AVENUE,0,0,0,0,0,0,0,1,0,0,0,0
7444_SOUTH_HARVARD_AVENUE,2,0,1,0,0,0,0,0,0,0,0,0
7444_SOUTH_LAFAYETTE_AVENUE,2,0,0,0,0,0,0,0,0,0,0,0
7444_SOUTH_PERRY_AVENUE,0,0,1,0,0,0,1,0,0,0,0,0
7444_SOUTH_VINCENNES_AVENUE,0,0,0,1,0,0,0,0,0,0,0,0
7445_SOUTH_PERRY_AVENUE,0,0,1,0,0,0,1,0,0,0,0,0
7445_SOUTH_PRINCETON_AVENUE,0,0,1,0,0,0,0,1,0,0,0,0
7446_SOUTH_VINCENNES_AVENUE,1,0,0,1,0,0,0,0,0,0,0,0
7448_SOUTH_PARNELL_AVENUE,0,0,1,0,0,0,0,0,0,0,0,0
7448_SOUTH_PRINCETON_AVENUE,1,0,0,0,0,0,0,1,0,0,0,0
7448_SOUTH_VINCENNES_AVENUE,0,0,0,1,0,0,0,0,0,0,0,0
7450_SOUTH_PRINCETON_AVENUE,1,0,0,0,0,0,0,1,0,0,0,0
7450_SOUTH_STEWART_AVENUE,3,0,0,0,0,0,0,0,0,0,0,0
7450_SOUTH_VINCENNES_AVENUE,2,0,0,0,0,0,0,0,0,0,0,0
7452_SOUTH_PRINCETON_AVENUE,1,0,0,0,0,0,0,1,0,0,0,0
7453_SOUTH_VINCENNES_AVENUE,0,0,1,1,0,0,0,0,0,0,0,0
7454_SOUTH_NORMAL_AVENUE,2,0,0,0,0,0,0,0,0,0,0,0
7454_SOUTH_PERRY_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
7454_SOUTH_STEWART_AVENUE,3,0,0,0,0,0,0,0,0,0,0,0
7455_SOUTH_PERRY_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
7456_SOUTH_STEWART_AVENUE,1,0,0,1,0,0,0,0,0,0,0,0
